real,user,sys
0.603,3.719,0.625
0.653,4.016,0.625
700,1000000,
0.511,3.000,0.625
0.661,4.188,0.656
0.635,4.109,0.609
0.595,3.875,0.547
0.548,3.469,0.516
0.590,3.672,0.641
0.699,4.422,0.781
0.650,4.031,0.906
0.589,3.781,0.656
0.708,4.578,0.734
700,10000000,
0.639,3.953,0.406
0.585,3.609,0.703
0.553,3.391,0.594
0.508,3.063,0.734
0.565,3.375,0.547
0.626,4.047,0.422
0.638,3.922,0.563
0.537,3.297,0.734
0.600,3.719,0.453
0.583,3.703,0.734
700,100000000,
0.584,3.609,0.609
0.613,3.609,0.688
0.465,2.906,0.609
0.559,3.422,0.609
0.583,3.453,0.641
0.684,4.469,0.500
0.552,3.547,0.641
0.612,3.891,0.391
0.648,4.156,0.313
0.618,3.797,0.438
800,1,
2.677,4.703,15.500
2.698,4.953,15.594
2.627,4.359,15.625
2.761,4.969,15.984
2.634,5.016,15.063
2.706,4.594,16.016
2.807,4.922,16.563
2.728,5.172,15.484
2.595,4.516,15.188
2.695,5.094,15.063
800,10,
0.516,1.656,1.875
0.572,1.719,2.156
0.529,1.703,1.844
0.570,1.453,2.359
0.577,1.516,2.391
0.505,1.578,2.000
0.517,1.313,2.141
0.567,1.656,2.172
0.505,1.422,1.828
0.519,1.625,1.813
800,100,
0.614,3.469,0.688
0.510,3.016,0.609
0.553,3.250,0.453
0.535,3.078,0.578
0.592,3.594,0.375
0.644,4.000,0.484
0.590,3.516,0.578
0.534,3.313,0.219
0.573,3.438,0.563
0.593,3.547,0.609
800,1000,
0.602,3.594,0.359
0.604,3.547,0.625
0.599,3.641,0.531
0.569,3.547,0.281
0.585,3.438,0.609
0.514,2.781,0.719
0.672,4.250,0.531
0.630,3.719,0.688
0.603,3.641,0.344
0.572,3.500,0.422
800,10000,
0.652,4.172,0.375
0.626,3.906,0.484
0.609,3.781,0.609
0.628,3.906,0.422
0.566,3.313,0.547
0.565,3.422,0.313
0.615,3.750,0.375
0.530,3.219,0.438
0.613,3.813,0.391
0.487,2.750,0.422
800,100000,
0.680,4.188,0.563
0.546,3.141,0.469
0.656,3.859,0.609
0.548,3.266,0.406
0.599,3.656,0.359
0.535,3.203,0.391
0.599,3.516,0.531
0.650,3.875,0.641
0.625,3.906,0.531
0.560,3.453,0.406
800,1000000,
0.610,3.781,0.406
0.596,3.688,0.359
0.629,3.859,0.359
0.614,3.828,0.453
0.555,3.359,0.531
0.473,2.563,0.641
0.585,3.516,0.406
0.560,3.453,0.484
0.573,3.266,0.688
0.590,3.594,0.516
800,10000000,
0.538,3.094,0.609
0.585,3.563,0.313
0.510,3.063,0.344
0.613,3.641,0.469
0.536,3.234,0.500
0.547,3.281,0.563
0.647,4.016,0.453
0.615,3.750,0.328
0.633,4.063,0.484
0.560,3.313,0.406
800,100000000,
0.541,3.172,0.531
0.542,3.297,0.359
0.555,3.359,0.469
0.597,3.641,0.609
0.622,3.953,0.328
0.595,3.703,0.641
0.576,3.484,0.547
0.588,3.500,0.484
0.577,3.516,0.422
0.549,3.297,0.516
900,1,
2.770,4.375,16.609
2.747,4.719,16.172
2.697,4.969,15.578
2.792,4.438,16.875
2.791,4.906,16.328
2.653,4.781,15.484
2.825,5.109,16.313
2.659,4.703,15.500
2.774,4.766,16.406
2.763,4.984,16.094
900,10,
0.546,1.516,2.000
0.566,1.641,2.328
0.551,1.359,2.344
0.573,1.563,2.500
0.585,1.703,2.188
0.521,1.563,1.906
0.525,1.484,1.938
0.556,1.781,2.063
0.515,1.625,1.766
0.569,1.703,2.063
900,100,
0.656,3.703,0.672
0.681,3.969,0.719
0.567,3.375,0.500
0.597,3.578,0.453
0.616,3.484,0.656
0.599,3.406,0.641
0.580,3.547,0.328
0.590,3.438,0.656
0.608,3.531,0.859
0.570,3.156,0.563
900,1000,
0.627,3.469,0.641
0.639,4.078,0.344
0.575,3.297,0.469
0.539,3.203,0.438
0.505,2.875,0.422
0.562,2.984,0.781
0.525,3.078,0.516
0.619,3.672,0.578
0.644,3.953,0.547
0.527,3.016,0.500
900,10000,
0.523,3.109,0.453
0.551,3.172,0.406
0.656,3.969,0.516
0.483,2.828,0.500
0.563,3.359,0.406
0.530,2.828,0.328
0.501,2.609,0.500
0.539,3.156,0.547
0.504,2.891,0.625
0.432,2.453,0.578
900,100000,
0.631,3.703,0.625
0.579,3.516,0.281
0.626,3.781,0.563
0.599,3.359,0.438
0.537,3.188,0.547
0.624,3.484,0.625
0.591,3.172,0.578
0.523,3.188,0.328
0.506,2.875,0.625
0.542,3.266,0.422
900,1000000,
0.556,3.063,0.578
0.595,3.453,0.453
0.537,3.219,0.469
0.571,3.391,0.359
0.552,3.141,0.578
0.545,3.297,0.453
0.549,3.500,0.297
0.539,3.219,0.563
0.572,3.047,0.781
0.469,2.594,0.688
900,10000000,
0.675,3.984,0.672
0.507,2.828,0.797
0.523,2.891,0.594
0.512,2.906,0.563
0.623,3.828,0.531
0.653,4.078,0.359
0.616,3.625,0.844
0.454,2.578,0.563
0.525,2.766,0.859
0.582,3.516,0.922
900,100000000,
0.560,3.297,0.391
0.479,2.406,0.688
0.598,3.516,0.438
0.619,3.703,0.750
0.553,3.063,0.750
0.609,3.500,0.672
0.557,2.984,0.750
0.573,3.391,0.453
0.553,3.266,0.656
0.569,3.094,0.828
1000,1,
2.708,4.500,15.953
2.686,4.719,15.594
2.732,5.156,15.375
2.763,4.906,15.938
2.682,4.516,15.766
2.656,4.328,15.172
2.626,4.484,15.359
2.726,4.734,15.641
2.727,4.672,16.063
2.726,5.141,15.484
1000,10,
0.613,1.766,2.219
0.538,1.563,2.078
0.516,1.563,1.875
0.532,1.359,2.313
0.568,1.594,2.219
0.533,1.641,1.922
0.564,1.719,2.031
0.531,1.484,2.031
0.561,1.734,1.938
0.574,1.594,2.328
1000,100,
0.560,2.984,0.938
0.536,2.891,0.781
0.546,3.047,0.422
0.599,3.344,0.516
0.561,3.266,0.469
0.498,2.641,0.688
0.534,2.938,0.609
0.603,3.563,0.328
0.519,2.875,0.563
0.545,3.172,0.422
1000,1000,
0.628,3.453,0.672
0.575,3.219,0.656
0.520,2.734,1.031
0.600,3.125,0.891
0.554,3.031,0.594
0.615,3.547,0.531
0.630,3.547,0.797
0.528,3.031,0.484
0.618,3.531,0.688
0.592,3.125,0.766
1000,10000,
0.556,3.141,0.438
0.584,3.359,0.641
0.557,2.750,0.813
0.509,2.844,0.375
0.562,2.984,0.656
0.690,4.047,0.734
0.585,3.313,0.594
0.601,3.391,0.750
0.526,2.906,0.609
0.553,3.078,0.391
1000,100000,
0.642,3.781,0.547
0.582,3.250,0.672
0.539,3.031,0.531
0.637,3.641,0.641
0.548,2.953,0.594
0.561,2.953,0.594
0.628,3.453,0.609
0.671,4.031,0.516
0.564,3.266,0.453
0.613,3.516,0.578
1000,1000000,
0.569,3.344,0.563
0.564,3.234,0.531
0.591,3.281,0.625
0.540,2.984,0.766
0.505,2.797,0.500
0.475,2.391,0.625
0.608,3.344,0.641
0.556,3.125,0.703
0.555,3.000,0.672
0.612,3.547,0.734
1000,10000000,
0.623,3.609,0.531
0.620,3.578,0.688
0.570,3.422,0.375
0.577,3.156,0.578
0.591,3.250,0.656
0.620,3.453,0.672
0.527,2.859,0.500
0.569,3.156,0.734
0.574,3.250,0.547
0.564,2.953,0.875
1000,100000000,
0.565,3.313,0.578
0.527,2.984,0.328
0.554,3.297,0.453
0.576,3.359,0.359
0.546,3.016,0.578
0.518,2.719,0.641
0.555,3.063,0.547
0.610,3.297,0.578
0.533,2.906,0.453
0.552,3.125,0.438
